customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,engagement_score,charges_per_month,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
CUST-00399,Female,0,No,No,16,No,Yes,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Credit card (automatic),23.86,413.47,0,12-24 months,2,25.841875,55,2,413.47,2,1,1,4,At Risk
CUST-00400,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),105.7,2522.18,1,12-24 months,2,105.09083333333332,47,2,2522.18,3,1,4,8,Potential Loyalists
CUST-00401,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,58.32,1525.67,0,24-48 months,4,54.488214285714285,43,4,1525.67,4,3,3,10,Loyal Customers
CUST-00402,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.25,473.05,1,0-12 months,4,94.61,66,4,473.05,1,3,1,5,At Risk
CUST-00403,Male,1,No,No,65,No,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,74.68,4879.45,0,48+ months,3,75.06846153846153,6,3,4879.45,5,2,5,12,Champions
CUST-00404,Female,0,No,No,27,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.79,614.69,1,24-48 months,5,22.7662962962963,44,5,614.69,4,5,2,11,Loyal Customers
CUST-00405,Male,1,No,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,76.6,3820.19,0,48+ months,4,76.4038,21,4,3820.19,5,3,5,13,Champions
CUST-00406,Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,97.5,1981.22,1,12-24 months,5,99.061,51,5,1981.22,3,5,4,12,Champions
CUST-00407,Female,0,No,No,14,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,59.1,903.39,0,12-24 months,2,64.52785714285714,57,2,903.39,2,1,2,5,At Risk
CUST-00408,Female,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),107.14,6593.22,0,48+ months,5,108.0855737704918,10,5,6593.22,5,5,5,15,Champions
CUST-00409,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,88.58,2308.52,1,24-48 months,3,88.78923076923077,45,3,2308.52,4,2,4,10,Loyal Customers
CUST-00410,Female,0,Yes,No,5,No,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,51.42,285.09,0,0-12 months,3,57.017999999999994,66,3,285.09,1,2,1,4,At Risk
CUST-00411,Female,0,No,No,55,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),89.23,4912.16,0,48+ months,3,89.312,16,3,4912.16,5,2,5,12,Champions
CUST-00412,Female,1,No,Yes,69,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,45.89,3091.3,0,48+ months,2,44.80144927536232,2,2,3091.3,5,1,5,11,Loyal Customers
CUST-00413,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),95.88,3131.47,0,24-48 months,4,97.8584375,39,4,3131.47,4,3,5,12,Champions
CUST-00414,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,108.65,1369.6,1,0-12 months,6,114.13333333333333,59,6,1369.6,2,5,3,10,Loyal Customers
CUST-00415,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.86,534.79,1,0-12 months,3,53.479,61,3,534.79,1,2,1,4,At Risk
CUST-00416,Male,1,No,Yes,16,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,27.69,423.91,1,12-24 months,4,26.494375,55,4,423.91,2,3,1,6,Potential Loyalists
CUST-00417,Male,0,Yes,No,10,No,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),37.02,446.93,1,0-12 months,3,44.693,61,3,446.93,1,2,1,4,At Risk
CUST-00418,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,70.15,1133.36,0,12-24 months,4,70.835,55,4,1133.36,2,3,3,8,Potential Loyalists
CUST-00419,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,109.22,4428.05,0,24-48 months,1,108.00121951219512,30,1,4428.05,5,1,5,11,Loyal Customers
CUST-00420,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),59.07,1892.08,0,24-48 months,3,61.034838709677416,40,3,1892.08,4,2,4,10,Loyal Customers
CUST-00421,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,52.66,1585.6,0,24-48 months,4,52.85333333333333,41,4,1585.6,4,3,3,10,Loyal Customers
CUST-00422,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.53,1306.67,0,12-24 months,7,100.51307692307692,58,7,1306.67,2,5,3,10,Loyal Customers
CUST-00423,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.17,103.44,1,0-12 months,4,103.44,70,4,103.44,1,3,1,5,At Risk
CUST-00424,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,26.75,0.0,0,0-12 months,2,0.0,70,2,0.0,1,1,1,3,Lost
CUST-00425,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.39,546.2,1,12-24 months,4,36.413333333333334,56,4,546.2,2,3,1,6,Potential Loyalists
CUST-00426,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.38,11.01,1,0-12 months,5,11.01,70,5,11.01,1,5,1,7,Potential Loyalists
CUST-00427,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.86,7070.76,0,48+ months,4,105.53373134328359,4,4,7070.76,5,3,5,13,Champions
CUST-00428,Female,0,Yes,Yes,25,No,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,56.19,1464.8,1,24-48 months,4,58.592,46,4,1464.8,3,3,3,9,Loyal Customers
CUST-00429,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Mailed check,89.23,2434.02,0,24-48 months,4,93.61615384615385,45,4,2434.02,4,3,4,11,Loyal Customers
CUST-00430,Female,0,No,Yes,13,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,87.79,1137.98,1,12-24 months,2,87.53692307692307,58,2,1137.98,2,1,3,6,Potential Loyalists
CUST-00431,Female,0,Yes,Yes,18,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,No,Electronic check,54.39,996.9,0,12-24 months,4,55.38333333333333,53,4,996.9,2,3,2,7,Potential Loyalists
CUST-00432,Female,0,Yes,Yes,38,No,Yes,No,No,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),93.93,3510.06,0,24-48 months,1,92.37,33,1,3510.06,4,1,5,10,Loyal Customers
CUST-00433,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,98.41,84.57,0,0-12 months,5,84.57,70,5,84.57,1,5,1,7,Potential Loyalists
CUST-00434,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,21.48,162.29,0,0-12 months,3,32.458,66,3,162.29,1,2,1,4,At Risk
CUST-00435,Male,0,No,No,39,Yes,No,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),32.81,1294.99,0,24-48 months,3,33.20487179487179,32,3,1294.99,5,2,3,10,Loyal Customers
CUST-00436,Male,0,Yes,No,25,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,59.72,1579.75,0,24-48 months,4,63.19,46,4,1579.75,3,3,3,9,Loyal Customers
CUST-00437,Female,0,No,No,50,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No,Two year,No,Mailed check,66.94,3277.18,0,48+ months,3,65.5436,21,3,3277.18,5,2,5,12,Champions
CUST-00438,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),63.8,1905.89,0,24-48 months,4,61.480322580645165,40,4,1905.89,4,3,4,11,Loyal Customers
CUST-00439,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),55.82,412.33,0,0-12 months,5,51.54125,63,5,412.33,1,5,1,7,Potential Loyalists
CUST-00440,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),73.5,1217.68,1,12-24 months,5,71.62823529411764,54,5,1217.68,2,5,3,10,Loyal Customers
CUST-00441,Female,0,Yes,No,29,No,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),87.71,2591.43,1,24-48 months,2,89.35965517241378,42,2,2591.43,4,1,5,10,Loyal Customers
CUST-00442,Female,0,No,No,24,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.3,1906.66,1,12-24 months,2,79.44416666666667,47,2,1906.66,3,1,4,8,Potential Loyalists
CUST-00443,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.99,0.0,0,0-12 months,4,0.0,70,4,0.0,1,3,1,5,At Risk
CUST-00444,Female,0,Yes,Yes,42,Yes,No phone service,No,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,42.49,1804.45,0,24-48 months,4,42.96309523809524,29,4,1804.45,5,3,4,12,Champions
CUST-00445,Female,0,No,No,55,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),85.65,4672.31,0,48+ months,3,84.95109090909092,16,3,4672.31,5,2,5,12,Champions
CUST-00446,Male,0,Yes,No,42,Yes,No,No,No,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,101.28,4199.08,0,24-48 months,3,99.97809523809524,29,3,4199.08,5,2,5,12,Champions
CUST-00447,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,77.54,2534.29,0,24-48 months,6,79.1965625,39,6,2534.29,4,5,4,13,Champions
CUST-00448,Male,0,Yes,No,25,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,102.62,2630.2,1,24-48 months,4,105.208,46,4,2630.2,3,3,5,11,Loyal Customers
CUST-00449,Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.39,153.33,1,0-12 months,1,153.33,70,1,153.33,1,1,1,3,Lost
CUST-00450,Male,0,No,No,34,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,98.32,3301.16,0,24-48 months,3,97.09294117647059,37,3,3301.16,4,2,5,11,Loyal Customers
CUST-00451,Male,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),45.93,1072.85,0,12-24 months,4,44.70208333333333,47,4,1072.85,3,3,3,9,Loyal Customers
CUST-00452,Female,0,No,No,10,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.46,601.8,0,0-12 months,3,60.17999999999999,61,3,601.8,1,2,2,5,At Risk
CUST-00453,Male,0,Yes,No,46,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,76.68,3564.39,0,24-48 months,2,77.48673913043478,25,2,3564.39,5,1,5,11,Loyal Customers
CUST-00454,Female,1,Yes,No,3,Yes,No,No,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),63.66,179.49,0,0-12 months,2,59.830000000000005,68,2,179.49,1,1,1,3,Lost
CUST-00455,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.46,1275.07,0,12-24 months,5,75.00411764705882,54,5,1275.07,2,5,3,10,Loyal Customers
CUST-00456,Male,0,Yes,No,19,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.75,842.97,1,12-24 months,2,44.36684210526316,52,2,842.97,3,1,2,6,Potential Loyalists
CUST-00457,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.06,1457.04,0,24-48 months,6,52.037142857142854,43,6,1457.04,4,5,3,12,Champions
CUST-00458,Male,0,No,No,11,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.11,1024.98,0,0-12 months,3,93.18,60,3,1024.98,1,2,2,5,At Risk
CUST-00459,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),81.58,2365.11,0,24-48 months,3,81.55551724137932,42,3,2365.11,4,2,4,10,Loyal Customers
CUST-00460,Male,0,Yes,No,18,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,49.55,868.02,0,12-24 months,5,48.22333333333333,53,5,868.02,2,5,2,9,Loyal Customers
CUST-00461,Female,0,No,No,25,Yes,Yes,No,No,No internet service,No,Yes,Yes,No,One year,No,Electronic check,21.05,549.96,0,24-48 months,4,21.9984,46,4,549.96,3,3,1,7,Potential Loyalists
CUST-00462,Female,0,Yes,Yes,31,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),64.33,1946.41,0,24-48 months,3,62.78741935483871,40,3,1946.41,4,2,4,10,Loyal Customers
CUST-00463,Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Electronic check,78.44,2707.27,0,24-48 months,2,75.20194444444445,35,2,2707.27,4,1,5,10,Loyal Customers
CUST-00464,Male,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,22.38,1112.47,0,24-48 months,4,25.87139534883721,28,4,1112.47,5,3,3,11,Loyal Customers
CUST-00465,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,30.75,818.06,0,24-48 months,2,29.21642857142857,43,2,818.06,4,1,2,7,Potential Loyalists
CUST-00466,Female,0,No,No,14,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,108.27,1526.9,0,12-24 months,2,109.06428571428572,57,2,1526.9,2,1,3,6,Potential Loyalists
CUST-00467,Male,1,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),36.43,2303.78,0,48+ months,5,36.56793650793651,8,5,2303.78,5,5,4,14,Champions
CUST-00468,Female,0,Yes,No,29,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.36,2123.2,1,24-48 months,3,73.21379310344827,42,3,2123.2,4,2,4,10,Loyal Customers
CUST-00469,Male,1,No,No,33,Yes,Yes,DSL,No,No,No,No,No internet service,No,Two year,No,Electronic check,24.21,759.25,0,24-48 months,2,23.007575757575758,38,2,759.25,4,1,2,7,Potential Loyalists
CUST-00470,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,31.66,409.15,0,12-24 months,4,24.06764705882353,54,4,409.15,2,3,1,6,Potential Loyalists
CUST-00471,Female,0,No,No,44,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,24.88,1061.95,0,24-48 months,3,24.135227272727274,27,3,1061.95,5,2,3,10,Loyal Customers
CUST-00472,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.89,2658.45,0,24-48 months,7,94.94464285714285,43,7,2658.45,4,5,5,14,Champions
CUST-00473,Female,0,Yes,Yes,55,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),71.26,3924.43,0,48+ months,4,71.35327272727272,16,4,3924.43,5,3,5,13,Champions
CUST-00474,Male,0,No,Yes,18,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),48.76,955.83,0,12-24 months,2,53.10166666666667,53,2,955.83,2,1,2,5,At Risk
CUST-00475,Female,0,Yes,No,69,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,36.7,2518.1,0,48+ months,3,36.494202898550725,2,3,2518.1,5,2,4,11,Loyal Customers
CUST-00476,Male,1,Yes,Yes,11,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,33.06,374.07,1,0-12 months,5,34.00636363636364,60,5,374.07,1,5,1,7,Potential Loyalists
CUST-00477,Female,0,No,No,28,Yes,No phone service,No,Yes,No,No,No internet service,No,Yes,One year,Yes,Electronic check,80.31,2209.06,0,24-48 months,3,78.895,43,3,2209.06,4,2,4,10,Loyal Customers
CUST-00478,Male,0,Yes,No,32,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,58.39,1838.58,0,24-48 months,3,57.455625,39,3,1838.58,4,2,4,10,Loyal Customers
CUST-00479,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.1,344.58,1,0-12 months,4,86.145,67,4,344.58,1,3,1,5,At Risk
CUST-00480,Male,0,Yes,No,45,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,107.78,4814.39,0,24-48 months,5,106.98644444444446,26,5,4814.39,5,5,5,15,Champions
CUST-00481,Female,0,Yes,No,45,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,96.41,4319.52,0,24-48 months,3,95.98933333333335,26,3,4319.52,5,2,5,12,Champions
CUST-00482,Female,0,No,No,5,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.63,332.44,0,0-12 months,4,66.488,66,4,332.44,1,3,1,5,At Risk
CUST-00483,Male,0,No,No,28,Yes,No phone service,No,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),29.59,923.82,0,24-48 months,4,32.99357142857143,43,4,923.82,4,3,2,9,Loyal Customers
CUST-00484,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,One year,No,Credit card (automatic),76.14,1944.02,0,24-48 months,5,77.7608,46,5,1944.02,3,5,4,12,Champions
CUST-00485,Female,0,No,No,44,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),29.21,1325.91,0,24-48 months,3,30.134318181818184,27,3,1325.91,5,2,3,10,Loyal Customers
CUST-00486,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,99.82,37.21,1,0-12 months,3,37.21,70,3,37.21,1,2,1,4,At Risk
CUST-00487,Female,0,Yes,Yes,16,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,87.55,1426.54,0,12-24 months,2,89.15875,55,2,1426.54,2,1,3,6,Potential Loyalists
CUST-00488,Female,1,No,No,42,Yes,No phone service,No,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,49.71,2072.45,0,24-48 months,3,49.344047619047615,29,3,2072.45,5,2,4,11,Loyal Customers
CUST-00489,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),79.01,5475.33,0,48+ months,3,79.35260869565218,2,3,5475.33,5,2,5,12,Champions
CUST-00490,Female,1,No,No,20,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),22.84,442.84,1,12-24 months,3,22.142,51,3,442.84,3,2,1,6,Potential Loyalists
CUST-00491,Male,0,No,No,28,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,33.78,917.28,0,24-48 months,2,32.76,43,2,917.28,4,1,2,7,Potential Loyalists
CUST-00492,Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.92,1197.16,0,12-24 months,5,49.88166666666667,47,5,1197.16,3,5,3,11,Loyal Customers
CUST-00493,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.71,2539.41,1,24-48 months,3,87.56586206896552,42,3,2539.41,4,2,5,11,Loyal Customers
CUST-00494,Female,0,Yes,No,22,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.35,1886.29,1,12-24 months,3,85.74045454545454,49,3,1886.29,3,2,4,9,Loyal Customers
CUST-00495,Female,0,No,No,16,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.96,822.96,0,12-24 months,5,51.435,55,5,822.96,2,5,2,9,Loyal Customers
CUST-00496,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,No,Electronic check,109.21,3136.42,0,24-48 months,4,108.15241379310345,42,4,3136.42,4,3,5,12,Champions
CUST-00497,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,103.6,90.38,1,0-12 months,1,90.38,70,1,90.38,1,1,1,3,Lost
CUST-00498,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,56.46,1778.92,0,24-48 months,3,57.384516129032264,40,3,1778.92,4,2,4,10,Loyal Customers
CUST-00499,Female,0,No,No,51,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Electronic check,38.92,1955.42,0,48+ months,2,38.34156862745098,20,2,1955.42,5,1,4,10,Loyal Customers
CUST-00500,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),103.72,2209.55,1,12-24 months,2,105.21666666666667,50,2,2209.55,3,1,4,8,Potential Loyalists
CUST-00501,Female,0,No,No,22,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,36.82,824.07,0,12-24 months,4,37.457727272727276,49,4,824.07,3,3,2,8,Potential Loyalists
CUST-00502,Female,0,No,Yes,12,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,99.85,1241.66,0,0-12 months,2,103.47166666666668,59,2,1241.66,2,1,3,6,Potential Loyalists
CUST-00503,Male,0,No,Yes,52,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,No,Electronic check,67.6,3488.7,0,48+ months,3,67.09038461538461,19,3,3488.7,5,2,5,12,Champions
